Driver Status Infomation,CarNum,AccStep,BrkStep,WheelStep,DirLightStep,Speed,AreaNum
20220801000000,F0001,1,0,F,N,5,C04
20220801000000,F0002,1,0,F,N,5,F08
20220801000000,D0003,1,0,L2,L,5,C06
20220801000000,P0004,1,0,F,N,5,C10
20220801000000,G0005,3,0,L1,N,20,F07
20220801000000,X0006,0,1,L1,L,0,B04
20220801000000,Z0007,1,0,F,N,5,C10
20220801000000,U0008,0,2,F,N,0,B06
20220801000000,I0009,1,0,F,N,5,A08
20220801000000,I0010,1,0,F,N,5,E01
20220801000002,F0001,0,1,R3,R,0,C10
20220801000002,F0002,0,2,F,N,0,F09
20220801000002,D0003,3,0,L1,L,20,C08
20220801000002,P0004,5,0,R1,R,30,C08
20220801000002,G0005,3,0,L1,N,40,F02
20220801000002,X0006,2,0,F,N,10,B07
20220801000002,Z0007,1,0,F,N,10,C08
20220801000002,U0008,3,0,F,N,15,B04
20220801000002,I0009,0,0,F,N,1,A05
20220801000002,I0010,3,0,L3,L,20,E05
20220801000004,F0001,0,0,F,N,0,C03
20220801000004,F0002,1,0,F,N,5,F04
20220801000004,D0003,2,0,L3,L,30,C03
20220801000004,P0004,1,0,F,N,35,C03
20220801000004,G0005,4,0,L2,N,70,F09
20220801000004,X0006,1,0,R3,R,15,B03
20220801000004,Z0007,0,1,L1,L,0,C02
20220801000004,U0008,0,3,F,N,0,B10
20220801000004,I0009,5,0,F,N,26,A08
20220801000004,I0010,1,0,L3,L,25,E05
20220801000006,F0001,0,0,F,N,0,C04
20220801000006,F0002,1,0,F,N,10,F08
20220801000006,D0003,1,0,F,N,35,C08
20220801000006,P0004,3,0,F,N,50,C04
20220801000006,G0005,0,1,F,N,65,F05
20220801000006,X0006,0,1,F,N,5,B07
20220801000006,Z0007,4,0,F,N,20,C02
20220801000006,U0008,2,0,R2,R,10,B03
20220801000006,I0009,1,0,R3,R,31,A07
20220801000006,I0010,3,0,L3,L,40,E03
20220801000008,F0001,3,0,L3,L,15,C04
20220801000008,F0002,0,2,F,N,0,F01
20220801000008,D0003,0,1,F,N,25,C06
20220801000008,P0004,2,0,F,N,60,C04
20220801000008,G0005,3,0,F,N,85,F09
20220801000008,X0006,0,0,L2,L,5,B05
20220801000008,Z0007,0,1,F,N,10,C04
20220801000008,U0008,1,0,R3,R,15,B10
20220801000008,I0009,1,0,F,N,36,A10
20220801000008,I0010,1,0,R1,R,45,E07
20220801000010,F0001,1,0,R3,R,20,C06
20220801000010,F0002,0,1,F,N,0,F04
20220801000010,D0003,3,0,F,N,40,C05
20220801000010,P0004,0,1,F,N,50,C07
20220801000010,G0005,5,0,F,N,125,F05
20220801000010,X0006,0,1,R3,R,0,B03
20220801000010,Z0007,1,0,F,N,15,C06
20220801000010,U0008,4,0,F,N,35,B04
20220801000010,I0009,3,0,F,N,51,A07
20220801000010,I0010,0,0,F,N,45,E06
20220801000012,F0001,3,0,F,N,10,C01
20220801000012,F0002,2,0,F,N,10,F07
20220801000012,D0003,1,0,F,N,45,C02
20220801000012,P0004,3,0,F,N,65,C09
20220801000012,G0005,4,0,L2,N,155,F01
20220801000012,X0006,3,0,R3,R,15,B10
20220801000012,Z0007,0,2,F,N,0,C01
20220801000012,U0008,3,0,L1,L,50,B04
20220801000012,I0009,1,0,R2,R,56,A03
20220801000012,I0010,2,0,F,N,55,E07
20220801000014,F0001,2,0,F,N,20,C07
20220801000014,F0002,1,0,F,N,15,F05
20220801000014,D0003,0,0,F,N,13,C09
20220801000014,P0004,1,0,F,N,70,C08
20220801000014,G0005,4,0,F,N,185,F10
20220801000014,X0006,0,2,L3,L,0,B09
20220801000014,Z0007,1,0,F,N,5,C10
20220801000014,U0008,1,0,F,N,55,B10
20220801000014,I0009,3,0,F,N,71,A04
20220801000014,I0010,2,0,F,N,65,E10
20220801000016,F0001,0,2,F,N,0,C02
20220801000016,F0002,3,0,F,N,30,F03
20220801000016,D0003,1,0,L2,L,18,C02
20220801000016,P0004,3,0,F,N,85,C02
20220801000016,G0005,5,0,L2,N,225,F04
20220801000016,X0006,3,0,F,N,15,B09
20220801000016,Z0007,3,0,F,N,20,C03
20220801000016,U0008,1,0,F,N,60,B04
20220801000016,I0009,0,1,F,N,61,A08
20220801000016,I0010,0,2,F,N,45,E05
20220801000018,F0001,1,0,F,N,5,C01
20220801000018,F0002,1,0,L2,L,35,F01
20220801000018,D0003,3,0,F,N,33,C05
20220801000018,P0004,3,0,F,N,100,C06
20220801000018,G0005,5,0,R3,N,250,F04
20220801000018,X0006,3,0,R2,R,30,B04
20220801000018,Z0007,4,0,F,N,12,C04
20220801000018,U0008,1,0,L1,L,65,B04
20220801000018,I0009,3,0,L3,L,76,A07
20220801000018,I0010,1,0,R2,R,50,E07
20220801000020,F0001,1,0,F,N,10,C06
20220801000020,F0002,0,1,F,N,25,F08
20220801000020,D0003,3,0,F,N,48,C08
20220801000020,P0004,1,0,L3,L,105,C01
20220801000020,G0005,3,0,L1,N,250,F08
20220801000020,X0006,0,0,F,N,30,B10
20220801000020,Z0007,0,1,F,N,2,C06
20220801000020,U0008,3,0,F,N,80,B06
20220801000020,I0009,3,0,F,N,27,A07
20220801000020,I0010,0,0,F,N,50,E07
20220801000022,F0001,3,0,F,N,25,C09
20220801000022,F0002,5,0,F,N,50,F03
20220801000022,D0003,4,0,R3,R,20,C08
20220801000022,P0004,0,0,F,N,105,C05
20220801000022,G0005,1,0,F,R,250,F07
20220801000022,X0006,1,0,F,N,35,B09
20220801000022,Z0007,1,0,R2,R,7,C03
20220801000022,U0008,0,0,R1,R,24,B07
20220801000022,I0009,3,0,R3,R,42,A03
20220801000022,I0010,0,2,F,N,30,E07
20220801000024,F0001,1,0,F,N,30,C06
20220801000024,F0002,2,0,R1,R,60,F04
20220801000024,D0003,3,0,F,N,35,C01
20220801000024,P0004,1,0,F,N,110,C07
20220801000024,G0005,1,0,R2,L,250,F09
20220801000024,X0006,5,0,R2,R,60,B03
20220801000024,Z0007,3,0,F,N,22,C09
20220801000024,U0008,2,0,R2,R,34,B09
20220801000024,I0009,2,0,F,N,15,A06
20220801000024,I0010,3,0,F,N,45,E03
20220801000026,F0001,0,1,F,N,20,C05
20220801000026,F0002,0,1,F,N,50,F03
20220801000026,D0003,1,0,F,N,40,C03
20220801000026,P0004,1,0,L2,L,115,C06
20220801000026,G0005,1,0,R3,L,250,F09
20220801000026,X0006,3,0,F,N,75,B05
20220801000026,Z0007,3,0,F,N,37,C10
20220801000026,U0008,3,0,F,N,49,B06
20220801000026,I0009,1,0,F,N,20,A08
20220801000026,I0010,0,1,L2,L,35,E06
20220801000028,F0001,1,0,F,N,25,C09
20220801000028,F0002,3,0,F,N,19,F06
20220801000028,D0003,1,0,F,N,13,C08
20220801000028,P0004,3,0,R3,R,130,C02
20220801000028,G0005,2,0,R1,L,250,F01
20220801000028,X0006,0,1,F,N,65,B07
20220801000028,Z0007,4,0,F,N,57,C10
20220801000028,U0008,1,0,F,N,54,B02
20220801000028,I0009,3,0,F,N,35,A04
20220801000028,I0010,2,0,F,N,45,E01
20220801000030,F0001,2,0,F,N,10,C03
20220801000030,F0002,1,0,F,N,24,F08
20220801000030,D0003,2,0,L3,L,23,C09
20220801000030,P0004,3,0,F,N,145,C10
20220801000030,G0005,0,3,F,R,230,F02
20220801000030,X0006,0,1,F,N,55,B05
20220801000030,Z0007,2,0,F,N,67,C01
20220801000030,U0008,1,0,F,N,59,B03
20220801000030,I0009,3,0,F,N,50,A02
20220801000030,I0010,3,0,F,N,60,E07
20220801000032,F0001,1,0,F,N,15,C07
20220801000032,F0002,0,1,R1,R,14,F10
20220801000032,D0003,0,2,L1,L,3,C01
20220801000032,P0004,3,0,L3,L,160,C01
20220801000032,G0005,5,0,F,N,250,F02
20220801000032,X0006,2,0,F,N,65,B09
20220801000032,Z0007,0,1,R3,R,57,C01
20220801000032,U0008,1,0,F,N,64,B10
20220801000032,I0009,0,0,F,N,50,A06
20220801000032,I0010,0,1,F,N,50,E04
20220801000034,F0001,0,2,F,N,0,C01
20220801000034,F0002,0,1,F,N,4,F04
20220801000034,D0003,0,0,L1,L,3,C04
20220801000034,P0004,1,0,F,N,165,C03
20220801000034,G0005,2,0,R3,N,250,F07
20220801000034,X0006,3,0,F,N,80,B07
20220801000034,Z0007,0,1,F,N,47,C04
20220801000034,U0008,1,0,F,N,69,B06
20220801000034,I0009,0,1,F,N,40,A04
20220801000034,I0010,1,0,L2,L,55,E10
20220801000036,F0001,5,0,F,N,25,C08
20220801000036,F0002,0,1,F,N,0,F07
20220801000036,D0003,3,0,F,N,18,C10
20220801000036,P0004,0,0,F,N,165,C04
20220801000036,G0005,3,0,L3,N,250,F06
20220801000036,X0006,1,0,F,N,85,B09
20220801000036,Z0007,4,0,F,N,67,C05
20220801000036,U0008,3,0,F,N,84,B01
20220801000036,I0009,4,0,F,N,60,A03
20220801000036,I0010,3,0,L1,L,70,E05
20220801000038,F0001,2,0,F,N,35,C03
20220801000038,F0002,3,0,R2,R,15,F02
20220801000038,D0003,0,1,F,N,8,C10
20220801000038,P0004,0,3,F,N,19,C07
20220801000038,G0005,4,0,F,R,250,F01
20220801000038,X0006,1,0,F,N,90,B04
20220801000038,Z0007,0,2,L1,L,47,C04
20220801000038,U0008,1,0,F,N,89,B03
20220801000038,I0009,2,0,F,N,70,A04
20220801000038,I0010,3,0,L3,L,85,E03
20220801000040,F0001,0,2,F,N,15,C04
20220801000040,F0002,4,0,F,N,35,F05
20220801000040,D0003,3,0,F,N,23,C04
20220801000040,P0004,4,0,F,N,39,C02
20220801000040,G0005,4,0,R1,L,250,F05
20220801000040,X0006,1,0,F,N,95,B02
20220801000040,Z0007,0,2,F,N,27,C06
20220801000040,U0008,2,0,F,N,99,B02
20220801000040,I0009,0,1,R3,R,60,A07
20220801000040,I0010,1,0,F,N,27,E10
20220801000042,F0001,3,0,F,N,30,C05
20220801000042,F0002,3,0,F,N,50,F04
20220801000042,D0003,1,0,F,N,28,C05
20220801000042,P0004,2,0,F,N,14,C08
20220801000042,G0005,0,2,L2,L,240,F05
20220801000042,X0006,1,0,F,N,100,B08
20220801000042,Z0007,2,0,F,N,37,C04
20220801000042,U0008,1,0,R1,R,104,B08
20220801000042,I0009,2,0,F,N,70,A02
20220801000042,I0010,0,0,F,N,27,E10
20220801000044,F0001,2,0,F,N,40,C02
20220801000044,F0002,1,0,L1,L,55,F05
20220801000044,D0003,5,0,F,N,53,C02
20220801000044,P0004,0,0,F,N,14,C06
20220801000044,G0005,1,0,L2,N,245,F01
20220801000044,X0006,0,1,R2,R,90,B04
20220801000044,Z0007,0,0,R1,R,37,C04
20220801000044,U0008,3,0,L1,L,119,B09
20220801000044,I0009,0,1,F,N,60,A08
20220801000044,I0010,1,0,F,N,32,E04
20220801000046,F0001,0,1,F,N,30,C03
20220801000046,F0002,2,0,F,N,65,F09
20220801000046,D0003,1,0,L2,L,58,C08
20220801000046,P0004,1,0,F,N,19,C04
20220801000046,G0005,4,0,F,N,250,F08
20220801000046,X0006,2,0,F,N,100,B10
20220801000046,Z0007,4,0,F,N,57,C09
20220801000046,U0008,0,0,F,N,119,B07
20220801000046,I0009,0,2,L1,L,40,A06
20220801000046,I0010,5,0,F,N,57,E04
20220801000048,F0001,3,0,F,N,45,C03
20220801000048,F0002,1,0,F,N,70,F09
20220801000048,D0003,1,0,L1,L,63,C05
20220801000048,P0004,1,0,F,N,24,C09
20220801000048,G0005,3,0,L3,N,250,F01
20220801000048,X0006,1,0,R2,R,105,B06
20220801000048,Z0007,2,0,F,N,67,C09
20220801000048,U0008,5,0,F,N,43,B07
20220801000048,I0009,3,0,F,N,55,A09
20220801000048,I0010,4,0,F,N,77,E04
20220801000050,F0001,1,0,L2,L,50,C10
20220801000050,F0002,0,0,F,N,21,F10
20220801000050,D0003,1,0,F,N,68,C08
20220801000050,P0004,3,0,F,N,39,C04
20220801000050,G0005,1,0,F,N,250,F03
20220801000050,X0006,0,0,F,N,105,B08
20220801000050,Z0007,1,0,F,N,72,C04
20220801000050,U0008,0,0,F,N,43,B02
20220801000050,I0009,0,1,R2,R,45,A08
20220801000050,I0010,2,0,L2,L,87,E03
20220801000052,F0001,0,0,F,N,50,C04
20220801000052,F0002,1,0,F,N,26,F10
20220801000052,D0003,1,0,F,N,73,C05
20220801000052,P0004,1,0,R1,R,44,C03
20220801000052,G0005,4,0,F,N,250,F03
20220801000052,X0006,0,1,F,N,21,B09
20220801000052,Z0007,1,0,F,N,23,C03
20220801000052,U0008,0,1,F,N,33,B04
20220801000052,I0009,1,0,L1,L,50,A10
20220801000052,I0010,3,0,F,N,102,E01
20220801000054,F0001,1,0,F,N,55,C06
20220801000054,F0002,1,0,F,N,31,F09
20220801000054,D0003,1,0,F,N,78,C01
20220801000054,P0004,3,0,F,N,59,C07
20220801000054,G0005,5,0,F,L,75,F08
20220801000054,X0006,2,0,F,N,31,B05
20220801000054,Z0007,1,0,L2,L,28,C05
20220801000054,U0008,0,1,F,N,23,B01
20220801000054,I0009,1,0,L2,L,16,A05
20220801000054,I0010,3,0,F,N,117,E06
20220801000056,F0001,2,0,F,N,65,C05
20220801000056,F0002,0,2,L1,L,11,F10
20220801000056,D0003,3,0,L1,L,27,C03
20220801000056,P0004,1,0,F,N,64,C08
20220801000056,G0005,2,0,R3,N,85,F10
20220801000056,X0006,1,0,L1,L,36,B07
20220801000056,Z0007,1,0,F,N,33,C07
20220801000056,U0008,3,0,L3,L,38,B07
20220801000056,I0009,5,0,F,N,41,A06
20220801000056,I0010,3,0,F,N,132,E04
20220801000058,F0001,1,0,F,N,70,C06
20220801000058,F0002,0,1,F,N,1,F09
20220801000058,D0003,1,0,F,N,32,C07
20220801000058,P0004,2,0,F,N,74,C01
20220801000058,G0005,2,0,L2,L,95,F06
20220801000058,X0006,3,0,R3,R,15,B02
20220801000058,Z0007,3,0,L3,L,48,C01
20220801000058,U0008,0,0,L3,L,38,B05
20220801000058,I0009,1,0,F,N,46,A03
20220801000058,I0010,1,0,F,N,137,E04
20220801000100,F0001,0,1,L3,L,60,C07
20220801000100,F0002,1,0,L1,L,6,F10
20220801000100,D0003,1,0,R3,R,37,C10
20220801000100,P0004,0,3,F,N,44,C08
20220801000100,G0005,3,0,F,R,115,F09
20220801000100,X0006,3,0,F,N,9,B04
20220801000100,Z0007,1,0,F,N,53,C01
20220801000100,U0008,3,0,F,N,53,B01
20220801000100,I0009,1,0,F,N,51,A10
20220801000100,I0010,3,0,F,N,45,E05
20220801000102,F0001,1,0,F,N,65,C04
20220801000102,F0002,5,0,F,N,31,F01
20220801000102,D0003,0,0,F,N,37,C06
20220801000102,P0004,0,3,F,N,14,C02
20220801000102,G0005,3,0,L1,N,135,F05
20220801000102,X0006,1,0,R1,R,14,B07
20220801000102,Z0007,0,0,F,N,53,C05
20220801000102,U0008,0,0,R3,R,53,B03
20220801000102,I0009,1,0,L1,L,56,A02
20220801000102,I0010,0,2,F,N,0,E02
20220801000104,F0001,0,2,F,N,45,C10
20220801000104,F0002,3,0,R1,R,46,F10
