Driver Status Infomation,CarNum,AccStep,BrkStep,WheelStep,DirLightStep,Speed,AreaNum
20220807000000,I0001,1,0,F,N,5,D04
20220807000000,O0002,3,0,R1,R,15,F06
20220807000000,Q0003,5,0,F,N,25,F09
20220807000000,Y0004,1,0,F,N,5,E10
20220807000000,O0005,3,0,F,N,4,F02
20220807000000,U0006,0,0,F,N,0,F07
20220807000000,N0007,2,0,F,N,10,E07
20220807000000,D0008,4,0,R3,N,30,D09
20220807000000,Q0009,1,0,F,N,5,E03
20220807000000,V0010,2,0,L2,L,10,A09
20220807000002,I0001,1,0,F,N,10,D03
20220807000002,O0002,0,2,F,N,0,F05
20220807000002,Q0003,3,0,F,N,40,F07
20220807000002,Y0004,0,0,F,N,5,E04
20220807000002,O0005,0,3,R3,R,0,F08
20220807000002,U0006,5,0,R1,R,25,F07
20220807000002,N0007,4,0,L1,L,9,E06
20220807000002,D0008,3,0,L2,R,15,D07
20220807000002,Q0009,1,0,R3,R,10,E05
20220807000002,V0010,0,1,F,N,0,A06
20220807000004,I0001,1,0,F,N,15,D02
20220807000004,O0002,2,0,F,N,10,F03
20220807000004,Q0003,0,0,F,N,40,F03
20220807000004,Y0004,1,0,L3,L,10,E05
20220807000004,O0005,3,0,F,N,15,F02
20220807000004,U0006,0,1,F,N,15,F08
20220807000004,N0007,0,0,F,N,9,E02
20220807000004,D0008,3,0,R1,N,35,D03
20220807000004,Q0009,5,0,F,N,35,E08
20220807000004,V0010,1,0,F,N,5,A03
20220807000006,I0001,0,1,F,N,5,D05
20220807000006,O0002,4,0,F,N,30,F02
20220807000006,Q0003,5,0,F,N,65,F09
20220807000006,Y0004,0,1,F,N,0,E02
20220807000006,O0005,4,0,F,N,35,F05
20220807000006,U0006,2,0,F,N,7,F01
20220807000006,N0007,1,0,R2,R,14,E10
20220807000006,D0008,5,0,F,N,75,D06
20220807000006,Q0009,1,0,F,N,40,E02
20220807000006,V0010,4,0,R1,R,25,A04
20220807000008,I0001,4,0,F,N,25,D01
20220807000008,O0002,0,1,F,N,20,F03
20220807000008,Q0003,1,0,F,N,70,F01
20220807000008,Y0004,0,1,F,N,0,E09
20220807000008,O0005,1,0,R2,R,12,F09
20220807000008,U0006,0,0,F,N,7,F02
20220807000008,N0007,0,1,F,N,4,E08
20220807000008,D0008,1,0,R1,N,80,D02
20220807000008,Q0009,3,0,F,N,55,E07
20220807000008,V0010,3,0,F,N,12,A01
20220807000010,I0001,1,0,R1,R,30,D06
20220807000010,O0002,0,1,F,N,10,F07
20220807000010,Q0003,1,0,R1,R,75,F03
20220807000010,Y0004,3,0,F,N,15,E07
20220807000010,O0005,1,0,F,N,17,F01
20220807000010,U0006,1,0,F,N,12,F10
20220807000010,N0007,0,1,F,N,0,E03
20220807000010,D0008,4,0,R3,L,110,D01
20220807000010,Q0009,2,0,F,N,19,E01
20220807000010,V0010,1,0,F,N,17,A03
20220807000012,I0001,1,0,L3,L,35,D05
20220807000012,O0002,1,0,F,N,15,F10
20220807000012,Q0003,4,0,F,N,95,F03
20220807000012,Y0004,0,1,F,N,5,E08
20220807000012,O0005,0,0,R3,R,17,F09
20220807000012,U0006,0,2,R3,R,0,F02
20220807000012,N0007,3,0,L1,L,15,E02
20220807000012,D0008,0,0,R3,L,110,D04
20220807000012,Q0009,1,0,F,N,24,E01
20220807000012,V0010,1,0,F,N,22,A02
20220807000014,I0001,0,2,F,N,15,D08
20220807000014,O0002,0,1,F,N,5,F02
