Driver Status Infomation,CarNum,AccStep,BrkStep,WheelStep,DirLightStep,Speed,AreaNum
20220802000000,X0001,1,0,F,N,5,F09
20220802000000,Y0002,3,0,F,N,15,B02
20220802000000,I0003,1,0,F,N,5,F07
20220802000000,L0004,0,1,F,N,0,E09
20220802000000,Q0005,5,0,F,N,25,A07
20220802000000,O0006,2,0,F,N,10,C05
20220802000000,T0007,3,0,F,N,15,B01
20220802000000,L0008,1,0,F,N,5,F05
20220802000000,G0009,3,0,F,N,15,A07
20220802000000,X0010,5,0,R3,N,40,E04
20220802000002,X0001,3,0,F,N,20,F03
20220802000002,Y0002,1,0,F,N,20,B03
20220802000002,I0003,3,0,F,N,20,F04
20220802000002,L0004,0,1,R2,R,0,E09
20220802000002,Q0005,1,0,F,N,30,A10
20220802000002,O0006,1,0,F,N,15,C05
20220802000002,T0007,0,0,F,N,15,B02
20220802000002,L0008,3,0,F,N,20,F04
20220802000002,G0009,0,2,L2,L,0,A10
20220802000002,X0010,3,0,R1,R,60,E09
20220802000004,X0001,0,2,R2,R,0,F02
20220802000004,Y0002,1,0,F,N,25,B02
20220802000004,I0003,1,0,L2,L,25,F01
20220802000004,L0004,3,0,R2,R,15,E01
20220802000004,Q0005,1,0,F,N,35,A07
20220802000004,O0006,0,0,F,N,15,C01
20220802000004,T0007,0,0,F,N,15,B06
20220802000004,L0008,0,3,L3,L,0,F04
20220802000004,G0009,0,2,F,N,0,A05
20220802000004,X0010,5,0,L1,N,30,E04
20220802000006,X0001,0,2,F,N,0,F08
20220802000006,Y0002,1,0,R1,R,30,B07
20220802000006,I0003,0,1,F,N,15,F07
20220802000006,L0004,1,0,F,N,20,E09
20220802000006,Q0005,1,0,F,N,40,A03
20220802000006,O0006,1,0,F,N,6,C02
20220802000006,T0007,2,0,F,N,25,B05
20220802000006,L0008,3,0,F,N,15,F07
20220802000006,G0009,0,0,F,N,0,A08
20220802000006,X0010,0,3,L3,N,10,E08
20220802000008,X0001,1,0,L2,L,5,F07
20220802000008,Y0002,0,1,F,N,20,B07
20220802000008,I0003,3,0,R3,R,30,F09
20220802000008,L0004,5,0,F,N,45,E04
20220802000008,Q0005,3,0,F,N,16,A10
20220802000008,O0006,2,0,F,N,16,C02
20220802000008,T0007,1,0,R3,R,30,B01
20220802000008,L0008,1,0,F,N,20,F06
20220802000008,G0009,0,1,F,N,0,A05
20220802000008,X0010,4,0,L2,N,40,E02
20220802000010,X0001,3,0,F,N,20,F02
20220802000010,Y0002,1,0,F,N,25,B04
20220802000010,I0003,2,0,F,N,40,F05
20220802000010,L0004,0,1,R2,R,35,E03
20220802000010,Q0005,0,0,F,N,16,A02
20220802000010,O0006,0,0,R2,R,16,C05
20220802000010,T0007,1,0,R3,R,35,B07
20220802000010,L0008,0,0,L3,L,20,F07
20220802000010,G0009,0,0,L2,L,0,A06
20220802000010,X0010,5,0,R2,N,80,E06
20220802000012,X0001,0,0,F,N,20,F07
20220802000012,Y0002,1,0,F,N,30,B07
20220802000012,I0003,0,1,F,N,30,F02
20220802000012,L0004,1,0,F,N,40,E07
20220802000012,Q0005,1,0,F,N,21,A04
20220802000012,O0006,2,0,F,N,26,C05
20220802000012,T0007,2,0,F,N,45,B07
20220802000012,L0008,0,2,F,N,0,F04
20220802000012,G0009,3,0,L2,L,15,A10
20220802000012,X0010,4,0,R3,L,110,E09
20220802000014,X0001,1,0,F,N,25,F08
20220802000014,Y0002,1,0,F,N,35,B08
20220802000014,I0003,0,1,L2,L,20,F04
20220802000014,L0004,1,0,F,N,45,E04
20220802000014,Q0005,1,0,F,N,26,A07
20220802000014,O0006,1,0,F,N,31,C02
20220802000014,T0007,3,0,L2,L,60,B05
20220802000014,L0008,1,0,L2,L,5,F04
