Driver Status Infomation,CarNum,AccStep,BrkStep,WheelStep,DirLightStep,Speed,AreaNum
20220805000000,T0001,3,0,L1,L,4,B10
20220805000000,K0002,1,0,L1,L,5,C10
20220805000000,O0003,1,0,F,N,5,C09
20220805000000,A0004,1,0,F,N,5,B08
20220805000000,S0005,3,0,F,N,15,B06
20220805000000,C0006,1,0,L2,L,5,D01
20220805000000,Q0007,1,0,L3,N,5,D04
20220805000000,D0008,1,0,L1,L,5,A04
20220805000000,D0009,5,0,R1,R,25,A01
20220805000000,P0010,3,0,R2,R,4,F06
20220805000002,T0001,0,1,F,N,0,B08
20220805000002,K0002,1,0,F,N,10,C04
20220805000002,O0003,0,0,F,N,1,C10
20220805000002,A0004,4,0,F,N,25,B09
20220805000002,S0005,2,0,F,N,25,B08
20220805000002,C0006,4,0,F,N,25,D09
20220805000002,Q0007,2,0,L3,L,15,D08
20220805000002,D0008,1,0,L2,L,10,A09
20220805000002,D0009,3,0,F,N,40,A01
20220805000002,P0010,0,1,F,N,0,F08
20220805000004,T0001,1,0,F,N,5,B07
20220805000004,K0002,3,0,F,N,25,C09
20220805000004,O0003,0,1,L1,L,0,C05
20220805000004,A0004,3,0,F,N,40,B03
20220805000004,S0005,1,0,F,N,30,B05
20220805000004,C0006,0,1,F,N,15,D05
20220805000004,Q0007,3,0,R1,N,35,D04
20220805000004,D0008,1,0,L1,L,15,A02
20220805000004,D0009,3,0,F,N,16,A05
20220805000004,P0010,5,0,F,N,25,F07
20220805000006,T0001,1,0,R2,R,10,B06
20220805000006,K0002,0,1,F,N,15,C08
20220805000006,O0003,3,0,F,N,15,C01
20220805000006,A0004,1,0,F,N,45,B05
20220805000006,S0005,3,0,F,N,45,B01
20220805000006,C0006,1,0,L1,L,20,D09
20220805000006,Q0007,4,0,R2,N,65,D03
20220805000006,D0008,4,0,F,N,10,A01
20220805000006,D0009,1,0,F,N,21,A03
20220805000006,P0010,3,0,F,N,40,F07
20220805000008,T0001,0,1,F,N,0,B03
20220805000008,K0002,4,0,F,N,35,C09
20220805000008,O0003,4,0,F,N,35,C02
20220805000008,A0004,0,2,R2,R,25,B07
20220805000008,S0005,3,0,F,N,60,B05
20220805000008,C0006,1,0,F,N,25,D04
20220805000008,Q0007,0,2,L1,N,55,D10
20220805000008,D0008,3,0,F,N,7,A05
20220805000008,D0009,4,0,F,N,41,A03
20220805000008,P0010,0,3,R2,R,10,F03
20220805000010,T0001,3,0,L1,L,15,B08
20220805000010,K0002,4,0,F,N,16,C08
20220805000010,O0003,0,3,L3,L,5,C09
20220805000010,A0004,0,0,F,N,25,B10
20220805000010,S0005,0,1,L3,L,50,B03
20220805000010,C0006,3,0,F,N,40,D09
20220805000010,Q0007,5,0,F,R,28,D09
20220805000010,D0008,0,0,F,N,7,A10
20220805000010,D0009,0,3,F,N,11,A02
20220805000010,P0010,5,0,F,N,35,F06
20220805000012,T0001,1,0,R2,R,20,B07
20220805000012,K0002,0,0,F,N,16,C07
20220805000012,O0003,1,0,L2,L,10,C08
20220805000012,A0004,2,0,F,N,35,B06
20220805000012,S0005,3,0,F,N,65,B01
20220805000012,C0006,2,0,R2,R,50,D06
20220805000012,Q0007,3,0,L3,L,14,D10
20220805000012,D0008,5,0,R2,R,32,A01
20220805000012,D0009,1,0,L1,L,16,A09
20220805000012,P0010,0,1,F,N,25,F06
20220805000014,T0001,3,0,F,N,35,B02
20220805000014,K0002,0,0,F,N,16,C06
20220805000014,O0003,0,1,F,N,0,C09
20220805000014,A0004,1,0,F,N,12,B09
20220805000014,S0005,0,1,L2,L,55,B08
20220805000014,C0006,3,0,F,N,65,D02
20220805000014,Q0007,3,0,F,N,34,D06
20220805000014,D0008,1,0,F,N,37,A05
20220805000014,D0009,3,0,R1,R,31,A09
20220805000014,P0010,1,0,L2,L,30,F08
20220805000016,T0001,1,0,L1,L,40,B03
20220805000016,K0002,1,0,F,N,21,C05
20220805000016,O0003,0,0,F,N,0,C10
20220805000016,A0004,0,0,R1,R,12,B09
20220805000016,S0005,1,0,F,N,60,B01
20220805000016,C0006,3,0,R1,R,80,D10
20220805000016,Q0007,4,0,R2,N,64,D08
20220805000016,D0008,1,0,F,N,42,A01
20220805000016,D0009,2,0,F,N,41,A03
20220805000016,P0010,1,0,F,N,35,F01
20220805000018,T0001,3,0,L2,L,16,B03
20220805000018,K0002,2,0,F,N,31,C08
20220805000018,O0003,3,0,F,N,15,C05
20220805000018,A0004,0,1,F,N,2,B09
20220805000018,S0005,1,0,L2,L,19,B06
20220805000018,C0006,1,0,F,N,85,D07
20220805000018,Q0007,5,0,R3,L,104,D07
20220805000018,D0008,0,1,F,N,32,A05
20220805000018,D0009,1,0,F,N,46,A09
20220805000018,P0010,5,0,F,N,60,F03
20220805000020,T0001,1,0,F,N,21,B04
20220805000020,K0002,2,0,F,N,41,C09
20220805000020,O0003,0,1,F,N,0,C04
20220805000020,A0004,5,0,R2,R,27,B08
20220805000020,S0005,0,0,F,N,19,B03
20220805000020,C0006,1,0,F,N,90,D02
20220805000020,Q0007,3,0,R1,N,37,D07
20220805000020,D0008,0,3,F,N,2,A04
20220805000020,D0009,3,0,L3,L,61,A05
20220805000020,P0010,0,1,L2,L,50,F03
20220805000022,T0001,1,0,L1,L,26,B02
20220805000022,K0002,3,0,F,N,56,C10
20220805000022,O0003,4,0,L3,L,20,C07
20220805000022,A0004,0,2,F,N,7,B08
20220805000022,S0005,1,0,L2,L,24,B02
20220805000022,C0006,4,0,L2,L,110,D03
20220805000022,Q0007,5,0,R2,R,77,D09
20220805000022,D0008,1,0,F,N,7,A08
20220805000022,D0009,2,0,F,N,71,A02
20220805000022,P0010,1,0,F,N,16,F04
20220805000024,T0001,1,0,L1,L,31,B03
20220805000024,K0002,2,0,F,N,19,C03
20220805000024,O0003,3,0,R3,R,35,C07
20220805000024,A0004,3,0,F,N,22,B01
20220805000024,S0005,5,0,L3,L,49,B03
20220805000024,C0006,2,0,R3,R,120,D01
20220805000024,Q0007,3,0,R3,N,97,D05
20220805000024,D0008,0,1,F,N,0,A07
20220805000024,D0009,0,0,F,N,71,A05
20220805000024,P0010,0,1,F,N,6,F07
20220805000026,T0001,1,0,F,N,36,B09
20220805000026,K0002,3,0,R2,R,34,C10
20220805000026,O0003,2,0,L1,L,45,C07
20220805000026,A0004,3,0,F,N,37,B10
20220805000026,S0005,3,0,F,N,64,B10
20220805000026,C0006,0,3,F,N,90,D06
20220805000026,Q0007,3,0,F,L,117,D04
20220805000026,D0008,0,0,F,N,0,A03
20220805000026,D0009,0,0,R1,R,71,A04
20220805000026,P0010,2,0,R1,R,16,F05
20220805000028,T0001,0,0,F,N,36,B01
20220805000028,K0002,3,0,R1,R,49,C06
20220805000028,O0003,0,1,F,N,35,C07
20220805000028,A0004,2,0,R3,R,47,B07
20220805000028,S0005,1,0,L3,L,69,B03
20220805000028,C0006,0,1,F,N,80,D06
20220805000028,Q0007,0,2,L3,L,25,D05
20220805000028,D0008,0,1,L2,L,0,A06
20220805000028,D0009,2,0,F,N,81,A03
20220805000028,P0010,3,0,L2,L,31,F04
20220805000030,T0001,3,0,F,N,15,B07
20220805000030,K0002,1,0,R2,R,16,C04
20220805000030,O0003,1,0,R3,R,40,C10
20220805000030,A0004,4,0,R1,R,67,B06
20220805000030,S0005,3,0,F,N,84,B01
20220805000030,C0006,5,0,F,N,105,D06
20220805000030,Q0007,5,0,F,N,65,D01
20220805000030,D0008,1,0,F,N,5,A08
20220805000030,D0009,1,0,F,N,86,A07
20220805000030,P0010,3,0,F,N,46,F07
20220805000032,T0001,2,0,F,N,25,B03
20220805000032,K0002,2,0,R1,R,26,C03
20220805000032,O0003,0,1,F,N,2,C01
20220805000032,A0004,0,2,F,N,47,B01
20220805000032,S0005,0,0,L2,L,84,B08
20220805000032,C0006,1,0,F,N,110,D03
20220805000032,Q0007,3,0,L1,N,25,D08
20220805000032,D0008,3,0,F,N,20,A08
20220805000032,D0009,4,0,F,N,106,A09
20220805000032,P0010,0,1,F,N,36,F08
20220805000034,T0001,1,0,F,N,30,B04
20220805000034,K0002,1,0,F,N,31,C07
20220805000034,O0003,0,1,F,N,0,C08
20220805000034,A0004,2,0,F,N,57,B02
20220805000034,S0005,0,1,F,N,74,B07
20220805000034,C0006,5,0,R1,R,135,D04
20220805000034,Q0007,1,0,F,N,30,D10
20220805000034,D0008,1,0,F,N,25,A02
20220805000034,D0009,1,0,R3,R,111,A09
20220805000034,P0010,1,0,F,N,41,F06
20220805000036,T0001,4,0,F,N,50,B02
20220805000036,K0002,1,0,F,N,36,C07
20220805000036,O0003,1,0,R2,R,5,C07
20220805000036,A0004,0,1,F,N,47,B02
20220805000036,S0005,2,0,F,N,84,B09
20220805000036,C0006,3,0,F,N,150,D04
20220805000036,Q0007,0,2,R3,R,20,D03
20220805000036,D0008,4,0,L3,L,45,A02
20220805000036,D0009,1,0,F,N,116,A03
20220805000036,P0010,5,0,R1,R,66,F08
20220805000038,T0001,0,0,R3,R,50,B10
20220805000038,K0002,5,0,F,N,61,C05
20220805000038,O0003,0,0,F,N,5,C09
20220805000038,A0004,0,1,F,N,37,B07
20220805000038,S0005,1,0,F,N,89,B10
20220805000038,C0006,5,0,F,N,175,D04
20220805000038,Q0007,1,0,F,N,25,D01
20220805000038,D0008,0,0,F,N,45,A10
20220805000038,D0009,0,2,R1,R,96,A03
20220805000038,P0010,1,0,R1,R,71,F05
20220805000040,T0001,1,0,R1,R,55,B02
20220805000040,K0002,3,0,F,N,76,C07
20220805000040,O0003,2,0,F,N,15,C06
20220805000040,A0004,1,0,F,N,42,B01
20220805000040,S0005,0,1,F,N,79,B02
20220805000040,C0006,0,2,L1,L,155,D01
20220805000040,Q0007,3,0,F,R,45,D01
20220805000040,D0008,3,0,F,N,60,A08
20220805000040,D0009,3,0,F,N,111,A06
20220805000040,P0010,1,0,F,N,76,F06
20220805000042,T0001,3,0,F,N,70,B04
20220805000042,K0002,0,2,F,N,56,C10
20220805000042,O0003,3,0,F,N,30,C07
20220805000042,A0004,0,2,L1,L,22,B07
20220805000042,S0005,1,0,F,N,84,B04
20220805000042,C0006,3,0,F,N,170,D04
20220805000042,Q0007,3,0,R1,N,65,D09
20220805000042,D0008,0,1,F,N,50,A04
20220805000042,D0009,0,0,L2,L,111,A10
20220805000042,P0010,1,0,L1,L,81,F10
20220805000044,T0001,0,0,F,N,70,B09
20220805000044,K0002,2,0,F,N,66,C06
20220805000044,O0003,1,0,F,N,35,C10
20220805000044,A0004,0,1,R1,R,12,B06
20220805000044,S0005,0,2,F,N,64,B01
20220805000044,C0006,0,0,L2,L,170,D10
20220805000044,Q0007,2,0,L1,N,75,D07
20220805000044,D0008,1,0,L1,L,55,A01
20220805000044,D0009,0,1,F,N,101,A08
20220805000044,P0010,1,0,R3,R,86,F03
20220805000046,T0001,4,0,F,N,90,B10
20220805000046,K0002,0,1,R3,R,56,C05
20220805000046,O0003,0,1,F,N,25,C06
20220805000046,A0004,0,0,F,N,3,B04
20220805000046,S0005,1,0,R3,R,69,B10
20220805000046,C0006,0,0,F,N,170,D10
20220805000046,Q0007,3,0,F,N,95,D04
20220805000046,D0008,2,0,F,N,65,A04
20220805000046,D0009,1,0,F,N,106,A08
20220805000046,P0010,1,0,F,N,91,F10
20220805000048,T0001,3,0,F,N,105,B03
20220805000048,K0002,3,0,F,N,71,C01
20220805000048,O0003,2,0,F,N,35,C07
20220805000048,A0004,1,0,F,N,8,B01
20220805000048,S0005,0,1,F,N,59,B03
20220805000048,C0006,1,0,F,N,175,D06
20220805000048,Q0007,3,0,F,N,115,D02
20220805000048,D0008,4,0,L3,L,85,A08
20220805000048,D0009,1,0,F,N,111,A07
20220805000048,P0010,0,0,F,N,91,F08
20220805000050,T0001,4,0,R2,R,37,B10
20220805000050,K0002,0,1,F,N,11,C09
20220805000050,O0003,5,0,F,N,60,C04
20220805000050,A0004,0,1,F,N,0,B01
20220805000050,S0005,0,0,F,N,59,B08
20220805000050,C0006,1,0,F,N,180,D02
20220805000050,Q0007,4,0,R1,N,145,D06
20220805000050,D0008,4,0,L1,L,105,A01
